capital.n | 1 | I believe the U.S. is becoming more patient and circumspect , '' he said . `` It 's the total relationship that is important . '' The total relationship , as Mr. Lee sees it , is `` the flow of dollars to the U.S. to fund the deficits , the investments the Japanese are making in the U.S. in order to satisfy American demand that American products consumed in America should be made as much as possible in America by Americans with Japanese technology and %% capital %% . '' Japan 's recent political turbulence , Mr. Lee said , may mean Japan will slow market adjustments . `` They 'll be more timorous in tackling their own voters , like opening up more to agricultural imports from America , hurting their farmers . ''
capital.n | 1 | BNL also said that its board had approved `` after an in-depth discussion , '' a letter to the Bank of Italy outlining measures the state-owned bank has taken or plans to take to improve controls on its foreign branches . The central bank had ordered BNL to come up with a suitable program by yesterday . Bank of Italy has also ordered BNL to shore up its %% capital %% base to account for potential foreign loan losses , and the Rome bank has outlined a 3 trillion lire capital-raising operation . BNL was unable to elaborate on what measures were planned by the bank to improve controls on its branches abroad .
capital.n | 1 | The firms will be registered under Japanese law as foreign legal consultants and their practice with Japanese clients will be limited to advising them on matters of foreign law . The office may also be able to advise foreign and multinational clients on international law and general matters . The office will provide `` one-stop shopping '' for Japanese financial institutions and other clients seeking advice on access to the world %% capital %% markets , according to A. Bruce Schimberg , Sidley 's senior banking specialist , who will move to Tokyo from Chicago to open the office next year . The Sidley-Ashurst venture will also be staffed by another Sidley partner specializing in corporate law , a partner from Ashurst concentrating on acquisitions and a Japanese attorney . The office will tap the resources of Sidley 's 700 lawyers in the U.S. , London and Singapore as well as the 400 Ashurst staff members in London and Brussels .
capital.n | 1 | The following were among yesterday 's offerings and pricings in the U.S. and non-U.S. %% capital %% markets , with terms and syndicate manager , as compiled by Dow Jones Capital Markets Report : Continental Cablevision Inc. -- $ 350 million of senior subordinated debentures , due Nov. 1 , 2004 , was priced at par to yield 12 7\/8 % .
capital.n | 1 | Another fight is brewing between Congress and the Bush administration over how to pay for the savings-and-loan bailout without adding to the federal budget deficit . In a hearing before the House Ways and Means Committee , the General Accounting Office and the Congressional Budget Office , which both are arms of Congress , advised the new S&L bailout agency to abandon plans to raise temporary working %% capital %% through debt issued from an agency that would n't be counted on the federal budget . Officials of the Resolution Trust Corp. have said privately that such a plan was the most likely alternative to raise short-term cash for the bailout . Instead , the GAO and the Congressional Budget Office said , the RTC should consider using Treasury debt , which is less expensive and subject to oversight by Congress .
capital.n | 1 | Instead , the GAO and the Congressional Budget Office said , the RTC should consider using Treasury debt , which is less expensive and subject to oversight by Congress . The spending could be exempted from meeting deficit-reduction targets in the Gramm-Rudman budget law . The RTC has projected that it will require between $ 50 billion to $ 100 billion in temporary working %% capital %% . The borrowing to raise these funds would be paid off as assets of sick thrifts are sold . The new S&L law allows the RTC to issue notes for as much as 85 % of the value of the assets it holds .
capital.n | 1 | In the meantime , the agency must raise cash to maintain assets , such as real estate , until they can be sold . Then the short-term debt is paid off through the proceeds of selling the assets . David Mullins , assistant secretary of the Treasury , said that the working %% capital %% is necessary to reduce the final costs of the bailout , by allowing the agency to sell savings and loans without their bad assets , then hold the assets until they can be sold under favorable conditions . He said it has n't yet been determined how the RTC will raise the cash , but the administration does n't want it to be included on the federal budget , because it would `` distort '' the budget process by requiring either exemptions from Gramm-Rudman or big increases in the budget deficit . But the worst possibility would be raising no working capital , he said .
capital.n | 1 | David Mullins , assistant secretary of the Treasury , said that the working capital is necessary to reduce the final costs of the bailout , by allowing the agency to sell savings and loans without their bad assets , then hold the assets until they can be sold under favorable conditions . He said it has n't yet been determined how the RTC will raise the cash , but the administration does n't want it to be included on the federal budget , because it would `` distort '' the budget process by requiring either exemptions from Gramm-Rudman or big increases in the budget deficit . But the worst possibility would be raising no working %% capital %% , he said . `` If working capital financing is not provided , '' he said , `` the RTC may have to slow { S&L sales } or dump acquired assets through fire sales .
capital.n | 1 | He said it has n't yet been determined how the RTC will raise the cash , but the administration does n't want it to be included on the federal budget , because it would `` distort '' the budget process by requiring either exemptions from Gramm-Rudman or big increases in the budget deficit . But the worst possibility would be raising no working capital , he said . `` If working %% capital %% financing is not provided , '' he said , `` the RTC may have to slow { S&L sales } or dump acquired assets through fire sales .
capital.n | 1 | Downgraded by Moody 's were Houston Lighting 's first-mortgage bonds and secured pollution-control bonds to single-A-3 from single-A-2 ; unsecured pollution-control bonds to Baa-1 from single-A-3 ; preferred stock to single-A-3 from single-A-2 ; a shelf registration for preferred stock to a preliminary rating of single-A-3 from a preliminary rating of single-A-2 ; two shelf registrations for collateralized debt securities to a preliminary rating of single-A-3 from a preliminary rating of single-A-2 , and the unit 's rating for commercial paper to Prime-2 from Prime-1 . Moody 's said Houston Lighting 's current situation has some positive aspects , including managing `` very well '' the construction and commercial operation risks of Units 1 and 2 of the South Texas Project nuclear power plant . %% Capital %% requirements will be declining and no new generating facilities will be required for several years , Moody 's said .
